token_id	raw_token	decoded_token	clean_token	label	reason	unit_count
204	Ã¡	á	á	SV	pinyin dictionary hit	1
205	Ä«	ī	ī	IV	cannot parse into complete legal pinyin syllables	0
206	Ã¨	è	è	SV	pinyin dictionary hit	1
207	Çİ	ǎ	ǎ	SV	pinyin dictionary hit	1
208	ĠĠ	  		EX	punctuation/symbol/empty token	0
209	Ã©	é	é	SV	pinyin dictionary hit	1
210	ÃŃ	í	í	IV	cannot parse into complete legal pinyin syllables	0
211	shÃ	sh�	sh�	EX	contains non-pinyin characters	0
212	Ã¹	ù	ù	IV	cannot parse into complete legal pinyin syllables	0
213	Ã¡n	án	án	SV	pinyin dictionary hit	1
214	zh	zh	zh	IV	cannot parse into complete legal pinyin syllables	0
215	ÇĲ	ǐ	ǐ	IV	cannot parse into complete legal pinyin syllables	0
216	Åį	ō	ō	SV	pinyin dictionary hit	1
217	ji	ji	ji	SV	pinyin dictionary hit	1
218	de	de	de	SV	pinyin dictionary hit	1
219	Ãłn	àn	àn	SV	pinyin dictionary hit	1
220	Äĵ	ē	ē	SV	pinyin dictionary hit	1
221	zhÃ	zh�	zh�	EX	contains non-pinyin characters	0
222	sh	sh	sh	IV	cannot parse into complete legal pinyin syllables	0
223	ÄĽ	ě	ě	SV	pinyin dictionary hit	1
224	Ã³	ó	ó	SV	pinyin dictionary hit	1
225	ÇĶ	ǔ	ǔ	IV	cannot parse into complete legal pinyin syllables	0
226	xi	xi	xi	SV	pinyin dictionary hit	1
227	Ã²	ò	ò	SV	pinyin dictionary hit	1
228	Ãº	ú	ú	IV	cannot parse into complete legal pinyin syllables	0
229	Äģn	ān	ān	SV	pinyin dictionary hit	1
230	ĠĠĠ	   		EX	punctuation/symbol/empty token	0
231	Ãłi	ài	ài	SV	pinyin dictionary hit	1
232	Å«	ū	ū	IV	cannot parse into complete legal pinyin syllables	0
233	Åįng	ōng	ōng	WV	complete syllable sequence with plausible known-unit decomposition	2
234	ÇĴ	ǒ	ǒ	SV	pinyin dictionary hit	1
235	ãĢ	�	�	EX	punctuation/symbol/empty token	0
236	shÃ¬	shì	shì	SV	pinyin dictionary hit	1
237	hu	hu	hu	SV	pinyin dictionary hit	1
238	Ã¨i	èi	èi	SV	pinyin dictionary hit	1
239	gu	gu	gu	SV	pinyin dictionary hit	1
240	iÃ¡n	ián	ián	IV	cannot parse into complete legal pinyin syllables	0
241	hÃ©	hé	hé	SV	pinyin dictionary hit	1
242	Ãło	ào	ào	SV	pinyin dictionary hit	1
243	Äģng	āng	āng	SV	pinyin dictionary hit	1
244	ÃŃng	íng	íng	IV	cannot parse into complete legal pinyin syllables	0
245	yu	yu	yu	SV	pinyin dictionary hit	1
246	Çİn	ǎn	ǎn	SV	pinyin dictionary hit	1
247	ch	ch	ch	IV	cannot parse into complete legal pinyin syllables	0
248	niÃ¡n	nián	nián	SV	pinyin dictionary hit	1
249	yÄ«	yī	yī	SV	pinyin dictionary hit	1
250	Çİng	ǎng	ǎng	SV	pinyin dictionary hit	1
251	Ã©n	én	én	SV	pinyin dictionary hit	1
252	ÇĴu	ǒu	ǒu	SV	pinyin dictionary hit	1
253	Ã¬ng	ìng	ìng	IV	cannot parse into complete legal pinyin syllables	0
254	wÃ¨i	wèi	wèi	SV	pinyin dictionary hit	1
255	Çİo	ǎo	ǎo	SV	pinyin dictionary hit	1
256	zÃłi	zài	zài	SV	pinyin dictionary hit	1
257	ãĢģ	、	、	EX	punctuation/symbol/empty token	0
258	jÄ«	jī	jī	SV	pinyin dictionary hit	1
259	Äĵng	ēng	ēng	SV	pinyin dictionary hit	1
260	zhÅįng	zhōng	zhōng	SV	pinyin dictionary hit	1
261	xÄ«	xī	xī	SV	pinyin dictionary hit	1
262	bÃ¹	bù	bù	SV	pinyin dictionary hit	1
263	jÃ¬	jì	jì	SV	pinyin dictionary hit	1
264	Ãłng	àng	àng	SV	pinyin dictionary hit	1
265	li	li	li	SV	pinyin dictionary hit	1
266	zhÃ¨	zhè	zhè	SV	pinyin dictionary hit	1
267	shÃŃ	shí	shí	SV	pinyin dictionary hit	1
268	dÃ¬	dì	dì	SV	pinyin dictionary hit	1
269	guÃ³	guó	guó	SV	pinyin dictionary hit	1
270	yÃº	yú	yú	SV	pinyin dictionary hit	1
271	rÃ©n	rén	rén	SV	pinyin dictionary hit	1
272	Ã²ng	òng	òng	WV	complete syllable sequence with plausible known-unit decomposition	2
273	chÃ	ch�	ch�	EX	contains non-pinyin characters	0
274	Äģo	āo	āo	SV	pinyin dictionary hit	1
275	du	du	du	SV	pinyin dictionary hit	1
276	chÃ©	ché	ché	SV	pinyin dictionary hit	1
277	yÇĲ	yǐ	yǐ	SV	pinyin dictionary hit	1
278	lÃ¬	lì	lì	SV	pinyin dictionary hit	1
279	Ã¡ng	áng	áng	SV	pinyin dictionary hit	1
280	yÃ¬	yì	yì	SV	pinyin dictionary hit	1
281	uÃ²	uò	uò	IV	cannot parse into complete legal pinyin syllables	0
282	Ã¡i	ái	ái	SV	pinyin dictionary hit	1
283	zhÃ¬	zhì	zhì	SV	pinyin dictionary hit	1
284	chÃ©ng	chéng	chéng	SV	pinyin dictionary hit	1
285	Ã©i	éi	éi	SV	pinyin dictionary hit	1
286	xu	xu	xu	SV	pinyin dictionary hit	1
287	gÅįng	gōng	gōng	SV	pinyin dictionary hit	1
288	jÃŃ	jí	jí	SV	pinyin dictionary hit	1
289	²u	�u	�u	EX	contains non-pinyin characters	0
290	ÄĽi	ěi	ěi	SV	pinyin dictionary hit	1
291	iÃłn	iàn	iàn	IV	cannot parse into complete legal pinyin syllables	0
292	Äĵn	ēn	ēn	SV	pinyin dictionary hit	1
293	Ã³ng	óng	óng	WV	complete syllable sequence with plausible known-unit decomposition	2
294	yuÃ¨	yuè	yuè	SV	pinyin dictionary hit	1
295	yÇĴu	yǒu	yǒu	SV	pinyin dictionary hit	1
296	yuÃ¡n	yuán	yuán	SV	pinyin dictionary hit	1
297	dÃł	dà	dà	SV	pinyin dictionary hit	1
298	qi	qi	qi	SV	pinyin dictionary hit	1
299	Åįu	ōu	ōu	SV	pinyin dictionary hit	1
300	lÇĲ	lǐ	lǐ	SV	pinyin dictionary hit	1
301	20	20	20	EX	pure numeric inventory token	0
302	Ã³u	óu	óu	SV	pinyin dictionary hit	1
303	Äģi	āi	āi	SV	pinyin dictionary hit	1
304	xiÃłn	xiàn	xiàn	SV	pinyin dictionary hit	1
305	jiÄģ	jiā	jiā	SV	pinyin dictionary hit	1
306	sÄ«	sī	sī	SV	pinyin dictionary hit	1
307	Å«n	ūn	ūn	IV	cannot parse into complete legal pinyin syllables	0
308	xÃŃng	xíng	xíng	SV	pinyin dictionary hit	1
309	yÇĶ	yǔ	yǔ	SV	pinyin dictionary hit	1
310	Ã¨n	èn	èn	SV	pinyin dictionary hit	1
311	ÇĴng	ǒng	ǒng	WV	complete syllable sequence with plausible known-unit decomposition	2
312	ÃŃn	ín	ín	IV	cannot parse into complete legal pinyin syllables	0
313	tÄģ	tā	tā	SV	pinyin dictionary hit	1
314	rÃ¬	rì	rì	SV	pinyin dictionary hit	1
315	zhÄ«	zhī	zhī	SV	pinyin dictionary hit	1
316	hÃ²u	hòu	hòu	SV	pinyin dictionary hit	1
317	Çİi	ǎi	ǎi	SV	pinyin dictionary hit	1
318	gÃ¨	gè	gè	SV	pinyin dictionary hit	1
319	zhÃł	zhà	zhà	SV	pinyin dictionary hit	1
320	Ã©ng	éng	éng	SV	pinyin dictionary hit	1
321	le	le	le	SV	pinyin dictionary hit	1
322	wÃ©i	wéi	wéi	SV	pinyin dictionary hit	1
323	huÃ¬	huì	huì	SV	pinyin dictionary hit	1
324	dÃło	dào	dào	SV	pinyin dictionary hit	1
325	19	19	19	EX	pure numeric inventory token	0
326	bi	bi	bi	SV	pinyin dictionary hit	1
327	shÃł	shà	shà	SV	pinyin dictionary hit	1
328	qÄ«	qī	qī	SV	pinyin dictionary hit	1
329	qÃŃ	qí	qí	SV	pinyin dictionary hit	1
330	shÃ¨	shè	shè	SV	pinyin dictionary hit	1
331	su	su	su	SV	pinyin dictionary hit	1
332	zhÃ¨ng	zhèng	zhèng	SV	pinyin dictionary hit	1
333	mÃŃng	míng	míng	SV	pinyin dictionary hit	1
334	jiÃłn	jiàn	jiàn	SV	pinyin dictionary hit	1
335	xuÃ©	xué	xué	SV	pinyin dictionary hit	1
336	chÅ«	chū	chū	SV	pinyin dictionary hit	1
337	yÃ¹	yù	yù	SV	pinyin dictionary hit	1
338	ÄĽng	ěng	ěng	SV	pinyin dictionary hit	1
339	zuÃ²	zuò	zuò	SV	pinyin dictionary hit	1
340	shÄĵng	shēng	shēng	SV	pinyin dictionary hit	1
341	duÃ¬	duì	duì	SV	pinyin dictionary hit	1
342	yÃ³u	yóu	yóu	SV	pinyin dictionary hit	1
343	qÅ«	qū	qū	SV	pinyin dictionary hit	1
344	shÃłng	shàng	shàng	SV	pinyin dictionary hit	1
345	ÄĽn	ěn	ěn	SV	pinyin dictionary hit	1
346	dÃ©	dé	dé	SV	pinyin dictionary hit	1
347	lÃ¹	lù	lù	SV	pinyin dictionary hit	1
348	bÃ¨i	bèi	bèi	SV	pinyin dictionary hit	1
349	chÃ¡	chá	chá	SV	pinyin dictionary hit	1
350	ti	ti	ti	SV	pinyin dictionary hit	1
351	shÇĲ	shǐ	shǐ	SV	pinyin dictionary hit	1
352	zhÃłn	zhàn	zhàn	SV	pinyin dictionary hit	1
353	zhÇĶ	zhǔ	zhǔ	SV	pinyin dictionary hit	1
354	Äĵi	ēi	ēi	SV	pinyin dictionary hit	1
355	qu	qu	qu	SV	pinyin dictionary hit	1
356	jÃ¹	jù	jù	SV	pinyin dictionary hit	1
357	xÄ«n	xīn	xīn	SV	pinyin dictionary hit	1
358	jÅ«n	jūn	jūn	SV	pinyin dictionary hit	1
359	zhu	zhu	zhu	SV	pinyin dictionary hit	1
360	ÄĽr	ěr	ěr	SV	pinyin dictionary hit	1
361	Ã¡o	áo	áo	SV	pinyin dictionary hit	1
362	shÃ¹	shù	shù	SV	pinyin dictionary hit	1
363	uÃ¬	uì	uì	IV	cannot parse into complete legal pinyin syllables	0
364	rÃ¨n	rèn	rèn	SV	pinyin dictionary hit	1
365	fÄģ	fā	fā	SV	pinyin dictionary hit	1
366	wÃ¹	wù	wù	SV	pinyin dictionary hit	1
367	bÃ¬ng	bìng	bìng	SV	pinyin dictionary hit	1
368	kÃ¨	kè	kè	SV	pinyin dictionary hit	1
369	Ã©r	ér	ér	SV	pinyin dictionary hit	1
370	dÃłi	dài	dài	SV	pinyin dictionary hit	1
371	yÃŃ	yí	yí	SV	pinyin dictionary hit	1
372	jÃ¬n	jìn	jìn	SV	pinyin dictionary hit	1
373	zÃ¬	zì	zì	SV	pinyin dictionary hit	1
374	yÄ«n	yīn	yīn	SV	pinyin dictionary hit	1
375	fÃ¹	fù	fù	SV	pinyin dictionary hit	1
376	fÄģng	fāng	fāng	SV	pinyin dictionary hit	1
377	jÄ«ng	jīng	jīng	SV	pinyin dictionary hit	1
378	nÃ¡n	nán	nán	SV	pinyin dictionary hit	1
379	huÃł	huà	huà	SV	pinyin dictionary hit	1
380	xÃ¬	xì	xì	SV	pinyin dictionary hit	1
381	zhÅįu	zhōu	zhōu	SV	pinyin dictionary hit	1
382	pÃŃng	píng	píng	SV	pinyin dictionary hit	1
383	Ã²u	òu	òu	SV	pinyin dictionary hit	1
384	xiÃł	xià	xià	SV	pinyin dictionary hit	1
385	lÃ¡i	lái	lái	SV	pinyin dictionary hit	1
386	yÃ²ng	yòng	yòng	SV	pinyin dictionary hit	1
387	shu	shu	shu	SV	pinyin dictionary hit	1
388	guÄģn	guān	guān	SV	pinyin dictionary hit	1
389	tÃ³ng	tóng	tóng	SV	pinyin dictionary hit	1
390	ãĢĭ	》	》	EX	punctuation/symbol/empty token	0
391	ãĢĬ	《	《	EX	punctuation/symbol/empty token	0
392	fÇİ	fǎ	fǎ	SV	pinyin dictionary hit	1
393	zhÃ¹	zhù	zhù	SV	pinyin dictionary hit	1
394	mÄĽi	měi	měi	SV	pinyin dictionary hit	1
395	hÃ¡	há	há	SV	pinyin dictionary hit	1
396	Â·	·	·	EX	punctuation/symbol/empty token	0
397	jiÄģn	jiān	jiān	SV	pinyin dictionary hit	1
398	jÇĲ	jǐ	jǐ	SV	pinyin dictionary hit	1
399	huÃ²	huò	huò	SV	pinyin dictionary hit	1
400	dÃ¹	dù	dù	SV	pinyin dictionary hit	1
401	chu	chu	chu	SV	pinyin dictionary hit	1
402	bÄĽn	běn	běn	SV	pinyin dictionary hit	1
403	xiÄģng	xiāng	xiāng	SV	pinyin dictionary hit	1
404	zhÃŃ	zhí	zhí	SV	pinyin dictionary hit	1
405	dÃ²ng	dòng	dòng	SV	pinyin dictionary hit	1
406	xiÃłng	xiàng	xiàng	SV	pinyin dictionary hit	1
407	mÃŃn	mín	mín	SV	pinyin dictionary hit	1
408	jiÄģng	jiāng	jiāng	SV	pinyin dictionary hit	1
409	fÄĵn	fēn	fēn	SV	pinyin dictionary hit	1
410	shÇĴu	shǒu	shǒu	SV	pinyin dictionary hit	1
411	quÃ¡n	quán	quán	SV	pinyin dictionary hit	1
412	wÃ©n	wén	wén	SV	pinyin dictionary hit	1
413	yÃ¡n	yán	yán	SV	pinyin dictionary hit	1
414	hÃł	hà	hà	SV	pinyin dictionary hit	1
415	suÇĴ	suǒ	suǒ	SV	pinyin dictionary hit	1
416	jiÃło	jiào	jiào	SV	pinyin dictionary hit	1
417	qiÃ¡n	qián	qián	SV	pinyin dictionary hit	1
418	diÃłn	diàn	diàn	SV	pinyin dictionary hit	1
419	tÃ¨	tè	tè	SV	pinyin dictionary hit	1
420	di	di	di	SV	pinyin dictionary hit	1
421	duÅį	duō	duō	SV	pinyin dictionary hit	1
422	Ãºn	ún	ún	IV	cannot parse into complete legal pinyin syllables	0
423	zuÃ¬	zuì	zuì	SV	pinyin dictionary hit	1
424	kÄģi	kāi	kāi	SV	pinyin dictionary hit	1
425	tu	tu	tu	SV	pinyin dictionary hit	1
426	jiÃ©	jié	jié	SV	pinyin dictionary hit	1
427	liÃ¡n	lián	lián	SV	pinyin dictionary hit	1
428	zhÇĲ	zhǐ	zhǐ	SV	pinyin dictionary hit	1
429	kÄĽ	kě	kě	SV	pinyin dictionary hit	1
430	dÃłn	dàn	dàn	SV	pinyin dictionary hit	1
431	mÃ¹	mù	mù	SV	pinyin dictionary hit	1
432	yÃ¨	yè	yè	SV	pinyin dictionary hit	1
433	fÃº	fú	fú	SV	pinyin dictionary hit	1
434	mÇİ	mǎ	mǎ	SV	pinyin dictionary hit	1
435	yÄĽ	yě	yě	SV	pinyin dictionary hit	1
436	dÅįng	dōng	dōng	SV	pinyin dictionary hit	1
437	qiÃº	qiú	qiú	SV	pinyin dictionary hit	1
438	bÄĽi	běi	běi	SV	pinyin dictionary hit	1
439	ãĢĮ	「	「	EX	punctuation/symbol/empty token	0
440	ãĢį	」	」	EX	punctuation/symbol/empty token	0
441	gÄģo	gāo	gāo	SV	pinyin dictionary hit	1
442	yÃł	yà	yà	SV	pinyin dictionary hit	1
443	qÇĲ	qǐ	qǐ	SV	pinyin dictionary hit	1
444	jiÄĵ	jiē	jiē	SV	pinyin dictionary hit	1
445	miÃłn	miàn	miàn	SV	pinyin dictionary hit	1
446	hÇİi	hǎi	hǎi	SV	pinyin dictionary hit	1
447	zhÇİng	zhǎng	zhǎng	SV	pinyin dictionary hit	1
448	shÄ«	shī	shī	SV	pinyin dictionary hit	1
449	jÄ«n	jīn	jīn	SV	pinyin dictionary hit	1
450	cÇĲ	cǐ	cǐ	SV	pinyin dictionary hit	1
451	lu	lu	lu	SV	pinyin dictionary hit	1
452	nÃ¨i	nèi	nèi	SV	pinyin dictionary hit	1
453	tÇĲ	tǐ	tǐ	SV	pinyin dictionary hit	1
454	sÃłi	sài	sài	SV	pinyin dictionary hit	1
455	sÄģn	sān	sān	SV	pinyin dictionary hit	1
456	tÃ¡i	tái	tái	SV	pinyin dictionary hit	1
457	gÃ©	gé	gé	SV	pinyin dictionary hit	1
458	xÃ¬ng	xìng	xìng	SV	pinyin dictionary hit	1
459	guÃ²	guò	guò	SV	pinyin dictionary hit	1
460	rÃ¹	rù	rù	SV	pinyin dictionary hit	1
461	201	201	201	EX	pure numeric inventory token	0
462	dÄĽng	děng	děng	SV	pinyin dictionary hit	1
463	yÃło	yào	yào	SV	pinyin dictionary hit	1
464	ju	ju	ju	SV	pinyin dictionary hit	1
465	chÄĵ	chē	chē	SV	pinyin dictionary hit	1
466	cÃ¬	cì	cì	SV	pinyin dictionary hit	1
467	wÇĶ	wǔ	wǔ	SV	pinyin dictionary hit	1
468	gÄģi	gāi	gāi	SV	pinyin dictionary hit	1
469	dÃ¬ng	dìng	dìng	SV	pinyin dictionary hit	1
470	chÃ¡ng	cháng	cháng	SV	pinyin dictionary hit	1
471	biÇİo	biǎo	biǎo	SV	pinyin dictionary hit	1
472	lÄģ	lā	lā	SV	pinyin dictionary hit	1
473	gÃ²ng	gòng	gòng	SV	pinyin dictionary hit	1
474	jiÃ¨	jiè	jiè	SV	pinyin dictionary hit	1
