file,type,test_file,tokens_per_sample,tokens_per_surface_char,tokens_per_original_char,total_tokens,total_chars,total_original_chars,morph_score,valid_tokens,checked_tokens,invalid_tokens,skipped_punctuation_tokens,overlap,chars_per_token,bytes_per_token,chars_per_byte,bytes_per_original_char
chinese_origin_subset100k_superbpe_16000,origin,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/chinese_origin_中国_test10.txt,370.886079356416,0.6459225895516638,0.6459225895516638,49606384,76799271,76799271,0.8505308922942246,16878453,19844609,2966156,8539983,0.0,1.5481731343288396,3.983023152826459,0.3886929789072943,2.5727246291178987
chinese_origin_subset100k_superbpe_32000,origin,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/chinese_origin_中国_test10.txt,338.64761384961605,0.5897771737963502,0.5897771737963502,45294457,76799271,76799271,0.8632304001816989,18471430,21398030,2926600,7958528,0.0,1.6955556173242126,4.362197696729204,0.3886929789072943,2.5727246291178987
chinese_origin_subset100k_superbpe_64000,origin,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/chinese_origin_中国_test10.txt,312.82130974721684,0.5447989603963819,0.5447989603963819,41840163,76799271,76799271,0.8686046701311703,19275340,22191154,2915814,7651275,0.0,1.8355394791363504,4.722337625692329,0.3886929789072943,2.5727246291178987
chinese_origin_subset100k_superbpe_8000,origin,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/chinese_origin_中国_test10.txt,411.6035169830506,0.716834694954331,0.716834694954331,55052382,76799271,76799271,0.8308138175355049,14311210,17225532,2914322,9744808,0.0,1.395021763091014,3.589006848059726,0.3886929789072943,2.5727246291178987
pinyin_diacritic_subset100k_superbpe_16000,diacritic,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_diacritic_spaced_test10.txt,405.282338075977,0.2035609318758448,0.7058259446238754,54206918,266293328,76799271,0.9785756722912734,41857724,42774131,916407,9913701,0.0,4.91253400534596,6.007168383932102,0.8177786423443603,4.240015299103555
pinyin_diacritic_subset100k_superbpe_32000,diacritic,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_diacritic_spaced_test10.txt,370.9974579629311,0.18634068443502272,0.6461165627470604,49621281,266293328,76799271,0.9754777004799129,37985088,38939986,954898,9347437,0.0,5.366514580709837,6.562307087557857,0.8177786423443603,4.240015299103555
pinyin_diacritic_subset100k_superbpe_64000,diacritic,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_diacritic_spaced_test10.txt,343.0135774685797,0.1722852365268423,0.5973807876379451,45878409,266293328,76799271,0.9719301997564915,34730426,35733457,1003031,9047609,0.0,5.804327870218865,7.097676033185894,0.8177786423443603,4.240015299103555
pinyin_diacritic_subset100k_superbpe_8000,diacritic,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_diacritic_spaced_test10.txt,449.30121643950326,0.22567026914020166,0.7824877269993878,60094487,266293328,76799271,0.9805347564890312,46637206,47563032,925826,10941384,0.0,4.4312438843183735,5.418634890751293,0.8177786423443603,4.240015299103555
pinyin_toned_subset100k_superbpe_16000,toned,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toned_spaced_test10.txt,405.299010848517,0.16790217737175503,0.7058549813578309,54209148,322861495,76799271,0.9784967351455878,41946564,42868374,921810,9917676,0.0,5.955848909486642,6.006644634960874,0.9915434109122118,4.2398200368334225
pinyin_toned_subset100k_superbpe_32000,toned,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toned_spaced_test10.txt,371.00653453058294,0.15369592152820824,0.6461323701887743,49622495,322861495,76799271,0.9754844850752881,38053322,39009664,956342,9350873,0.0,6.506353519709156,6.561844340958672,0.9915434109122118,4.2398200368334225
pinyin_toned_subset100k_superbpe_64000,toned,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toned_spaced_test10.txt,343.02396991424365,0.1421036565540279,0.5973988867680788,45879799,322861495,76799271,0.9719394965452253,34782652,35786849,1004197,9049998,0.0,7.0371165967836955,7.097134143939907,0.9915434109122118,4.2398200368334225
pinyin_toned_subset100k_superbpe_8000,toned,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toned_spaced_test10.txt,449.33005360707585,0.18614280405286485,0.7825379488302695,60098344,322861495,76799271,0.9804590898881655,46743493,47675108,931615,10950261,0.0,5.372219490773323,5.41803760849051,0.9915434109122118,4.2398200368334225
pinyin_toneless_subset100k_superbpe_16000,toneless,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toneless_spaced_test10.txt,381.36079730245007,0.19154587305319193,0.6641650022953994,51007388,266293328,76799271,0.9764644641827617,39222193,40167558,945365,9642631,0.0,5.220681521665058,5.274665720973597,0.9897653799948151,3.5032483706778934
pinyin_toneless_subset100k_superbpe_32000,toneless,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toneless_spaced_test10.txt,351.63777467084356,0.17661690720242154,0.6124003963527206,47031904,266293328,76799271,0.9741083785072784,35753182,36703495,950313,9210967,0.0,5.661972094516948,5.72051943718885,0.9897653799948151,3.5032483706778934
pinyin_toneless_subset100k_superbpe_64000,toneless,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toneless_spaced_test10.txt,327.4896262457851,0.1644880302821556,0.5703448018406321,43802065,266293328,76799271,0.9711021840052746,32896674,33875605,978931,8960957,0.0,6.079469723630609,6.142334179906815,0.9897653799948151,3.5032483706778934
pinyin_toneless_subset100k_superbpe_8000,toneless,/Users/crisp/Desktop/code_field/python/Chinese_Latinization_NLP/1.Tokenization/corpora/pinyin_toneless_spaced_test10.txt,420.2001031767987,0.21105366935817482,0.7318062172751614,56202184,266293328,76799271,0.9787425972748857,43575528,44521949,946421,10417285,0.0,4.738131315323974,4.7871257280677915,0.9897653799948151,3.5032483706778934
